"V1","V2","V3","V4","V5","V6","V7","V8"
"12002","4","10","19","22","27","29","5"
"12003","3","10","12","21","27","31","9"
"12004","7","11","15","16","26","32","8"
"12005","2","12","17","20","26","27","9"
"12006","7","12","13","19","24","27","11"
"12007","6","7","9","15","18","26","14"
"12008","7","13","14","22","28","28","3"
"12009","4","9","14","15","23","26","9"
"12010","4","7","11","17","20","24","10"
"12011","3","6","7","11","15","18","15"
"12012","2","12","13","19","25","32","6"
"12013","4","10","11","15","17","20","8"
"12014","3","13","14","23","26","30","8"
"12015","5","9","14","19","25","30","8"
"12016","10","18","23","23","26","31","11"
"12017","2","5","10","15","17","17","6"
"12018","3","4","13","19","24","29","6"
"12019","3","9","10","12","21","22","11"
"12020","2","5","10","19","24","32","4"
"12021","2","7","9","18","24","29","10"
"12022","3","5","14","22","26","28","4"
"12023","5","5","11","12","20","28","12"
"12024","5","8","11","21","27","33","8"
"12025","5","6","9","18","28","32","8"
"12026","4","10","13","19","22","24","13"
"12027","1","8","9","10","24","26","10"
"12028","3","7","10","18","21","24","8"
"12029","5","9","10","18","27","32","12"
"12030","2","3","11","14","17","18","7"
"12031","6","17","22","27","27","32","6"
"12032","6","9","11","12","23","27","13"
"12033","4","12","16","19","20","29","8"
"12034","12","15","17","18","25","30","8"
"12035","3","4","7","9","16","27","12"
"12036","7","10","12","22","23","29","10"
"12037","12","19","23","24","26","30","10"
"12038","7","13","17","27","29","31","4"
"12039","3","8","14","17","17","27","2"
"12040","4","11","13","17","24","29","13"
"12041","5","14","17","28","30","31","9"
"12042","4","10","16","25","26","32","12"
"12043","5","6","13","13","19","21","9"
"12044","8","9","18","22","24","27","14"
"12045","4","8","14","16","22","25","5"
"12046","4","12","15","18","25","29","14"
"12047","8","15","16","21","25","27","5"
"12048","4","8","17","17","19","24","5"
"12049","2","11","17","20","22","32","3"
"12050","8","10","13","17","21","30","8"
"12051","9","9","14","16","24","28","8"
"12052","5","9","11","18","30","32","6"
"12053","7","8","15","19","22","30","5"
"12054","3","9","11","19","26","29","9"
"12055","6","15","22","23","25","28","9"
"12056","-4","3","7","19","24","28","10"
"12057","4","6","10","16","24","26","13"
"12058","3","6","14","19","23","31","12"
"12059","5","7","14","14","23","24","11"
"12060","6","11","15","22","25","29","8"
"12061","3","6","11","17","24","26","11"
"12062","4","9","13","18","21","31","11"
"12063","8","13","13","18","25","28","15"
"12064","5","8","15","20","22","27","9"
"12065","6","12","14","19","22","27","6"
"12066","5","14","14","21","22","27","8"
"12067","4","12","16","17","21","26","15"
"12068","4","8","15","17","23","26","10"
"12069","8","9","14","18","26","28","11"
"12070","4","11","12","17","23","27","7"
"12071","4","8","12","15","20","22","11"
"12072","3","6","9","16","19","30","3"
"12073","2","10","11","13","23","29","7"
"12074","2","8","14","21","22","27","12"
"12075","5","17","22","24","31","32","8"
"12076","5","9","12","18","22","25","10"
"12077","5","13","13","19","27","30","11"
"12078","4","10","12","22","29","30","12"
"12079","7","8","12","18","19","29","2"
"12080","12","13","20","25","27","28","13"
"12081","5","9","17","20","23","27","10"
"12082","7","7","13","15","17","28","13"
"12083","6","13","15","18","25","28","11"
"12084","4","7","10","13","23","26","9"
"12085","5","12","14","22","26","29","12"
"12086","6","10","13","23","25","27","4"
"12087","5","11","17","21","25","31","8"
"12088","4","6","10","22","22","27","12"
"12089","2","14","16","19","29","31","7"
